# t, posx, posy, posz, dirx, diry, dirz, fov, n, f
+3.100000E+00 +2.284778E+04 +3.404115E+04 +2.466133E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.049509E+01 +1.000000E+02 +5.000000E+03
+3.120000E+00 +2.290463E+04 +3.398610E+04 +2.466371E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.029095E+01 +1.000000E+02 +5.000000E+03
+3.140000E+00 +2.296059E+04 +3.392997E+04 +2.466612E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +5.009040E+01 +1.000000E+02 +5.000000E+03
+3.160000E+00 +2.301567E+04 +3.387277E+04 +2.466858E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.989341E+01 +1.000000E+02 +5.000000E+03
+3.180000E+00 +2.306987E+04 +3.381451E+04 +2.467107E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.969998E+01 +1.000000E+02 +5.000000E+03
+3.200000E+00 +2.312320E+04 +3.375520E+04 +2.467360E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.951008E+01 +1.000000E+02 +5.000000E+03
+3.220000E+00 +2.317566E+04 +3.369484E+04 +2.467616E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.932370E+01 +1.000000E+02 +5.000000E+03
+3.240000E+00 +2.322726E+04 +3.363343E+04 +2.467876E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.914083E+01 +1.000000E+02 +5.000000E+03
+3.260000E+00 +2.327800E+04 +3.357100E+04 +2.468140E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.896145E+01 +1.000000E+02 +5.000000E+03
+3.280000E+00 +2.332788E+04 +3.350753E+04 +2.468407E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.878554E+01 +1.000000E+02 +5.000000E+03
+3.300000E+00 +2.337692E+04 +3.344305E+04 +2.468678E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.861309E+01 +1.000000E+02 +5.000000E+03
+3.320000E+00 +2.342512E+04 +3.337756E+04 +2.468951E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.844409E+01 +1.000000E+02 +5.000000E+03
+3.340000E+00 +2.347248E+04 +3.331106E+04 +2.469229E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.827852E+01 +1.000000E+02 +5.000000E+03
+3.360000E+00 +2.351901E+04 +3.324356E+04 +2.469509E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.811637E+01 +1.000000E+02 +5.000000E+03
+3.380000E+00 +2.356472E+04 +3.317507E+04 +2.469793E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.795761E+01 +1.000000E+02 +5.000000E+03
+3.400000E+00 +2.360960E+04 +3.310560E+04 +2.470080E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.780224E+01 +1.000000E+02 +5.000000E+03
+3.420000E+00 +2.365367E+04 +3.303515E+04 +2.470370E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.765024E+01 +1.000000E+02 +5.000000E+03
+3.440000E+00 +2.369692E+04 +3.296374E+04 +2.470664E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.750159E+01 +1.000000E+02 +5.000000E+03
+3.460000E+00 +2.373937E+04 +3.289136E+04 +2.470960E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.735628E+01 +1.000000E+02 +5.000000E+03
+3.480000E+00 +2.378102E+04 +3.281803E+04 +2.471260E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.721430E+01 +1.000000E+02 +5.000000E+03
+3.500000E+00 +2.382187E+04 +3.274375E+04 +2.471562E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.707562E+01 +1.000000E+02 +5.000000E+03
+3.520000E+00 +2.386194E+04 +3.266853E+04 +2.471868E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.694024E+01 +1.000000E+02 +5.000000E+03
+3.540000E+00 +2.390122E+04 +3.259238E+04 +2.472177E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.680814E+01 +1.000000E+02 +5.000000E+03
+3.560000E+00 +2.393972E+04 +3.251530E+04 +2.472488E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.667930E+01 +1.000000E+02 +5.000000E+03
+3.580000E+00 +2.397744E+04 +3.243731E+04 +2.472803E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.655372E+01 +1.000000E+02 +5.000000E+03
+3.600000E+00 +2.401440E+04 +3.235840E+04 +2.473120E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.643136E+01 +1.000000E+02 +5.000000E+03
+3.620000E+00 +2.405059E+04 +3.227859E+04 +2.473440E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.631222E+01 +1.000000E+02 +5.000000E+03
+3.640000E+00 +2.408603E+04 +3.219788E+04 +2.473763E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.619629E+01 +1.000000E+02 +5.000000E+03
+3.660000E+00 +2.412071E+04 +3.211628E+04 +2.474088E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.608354E+01 +1.000000E+02 +5.000000E+03
+3.680000E+00 +2.415464E+04 +3.203380E+04 +2.474417E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.597397E+01 +1.000000E+02 +5.000000E+03
+3.700000E+00 +2.418782E+04 +3.195045E+04 +2.474748E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.586756E+01 +1.000000E+02 +5.000000E+03
+3.720000E+00 +2.422028E+04 +3.186623E+04 +2.475081E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.576428E+01 +1.000000E+02 +5.000000E+03
+3.740000E+00 +2.425199E+04 +3.178114E+04 +2.475417E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.566414E+01 +1.000000E+02 +5.000000E+03
+3.760000E+00 +2.428298E+04 +3.169521E+04 +2.475756E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.556711E+01 +1.000000E+02 +5.000000E+03
+3.780000E+00 +2.431325E+04 +3.160842E+04 +2.476097E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.547317E+01 +1.000000E+02 +5.000000E+03
+3.800000E+00 +2.434280E+04 +3.152080E+04 +2.476440E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.538232E+01 +1.000000E+02 +5.000000E+03
+3.820000E+00 +2.437164E+04 +3.143235E+04 +2.476786E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.529454E+01 +1.000000E+02 +5.000000E+03
+3.840000E+00 +2.439977E+04 +3.134307E+04 +2.477134E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.520980E+01 +1.000000E+02 +5.000000E+03
+3.860000E+00 +2.442720E+04 +3.125297E+04 +2.477485E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.512811E+01 +1.000000E+02 +5.000000E+03
+3.880000E+00 +2.445393E+04 +3.116206E+04 +2.477837E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.504943E+01 +1.000000E+02 +5.000000E+03
+3.900000E+00 +2.447998E+04 +3.107035E+04 +2.478193E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.497376E+01 +1.000000E+02 +5.000000E+03
+3.920000E+00 +2.450533E+04 +3.097784E+04 +2.478550E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.490109E+01 +1.000000E+02 +5.000000E+03
+3.940000E+00 +2.453001E+04 +3.088455E+04 +2.478909E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.483139E+01 +1.000000E+02 +5.000000E+03
+3.960000E+00 +2.455401E+04 +3.079047E+04 +2.479271E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.476465E+01 +1.000000E+02 +5.000000E+03
+3.980000E+00 +2.457734E+04 +3.069562E+04 +2.479634E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.470086E+01 +1.000000E+02 +5.000000E+03
+4.000000E+00 +2.460000E+04 +3.060000E+04 +2.480000E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.464000E+01 +1.000000E+02 +5.000000E+03
+4.020000E+00 +2.462200E+04 +3.050362E+04 +2.480368E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.458206E+01 +1.000000E+02 +5.000000E+03
+4.040000E+00 +2.464335E+04 +3.040649E+04 +2.480737E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.452701E+01 +1.000000E+02 +5.000000E+03
+4.060000E+00 +2.466405E+04 +3.030861E+04 +2.481109E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.447485E+01 +1.000000E+02 +5.000000E+03
+4.080000E+00 +2.468411E+04 +3.021000E+04 +2.481482E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.442557E+01 +1.000000E+02 +5.000000E+03
+4.100000E+00 +2.470352E+04 +3.011065E+04 +2.481858E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.437914E+01 +1.000000E+02 +5.000000E+03
+4.120000E+00 +2.472231E+04 +3.001058E+04 +2.482235E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.433554E+01 +1.000000E+02 +5.000000E+03
+4.140000E+00 +2.474046E+04 +2.990979E+04 +2.482613E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.429478E+01 +1.000000E+02 +5.000000E+03
+4.160000E+00 +2.475799E+04 +2.980829E+04 +2.482994E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.425682E+01 +1.000000E+02 +5.000000E+03
+4.180000E+00 +2.477490E+04 +2.970609E+04 +2.483376E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.422166E+01 +1.000000E+02 +5.000000E+03
+4.200000E+00 +2.479120E+04 +2.960320E+04 +2.483760E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.418928E+01 +1.000000E+02 +5.000000E+03
+4.220000E+00 +2.480689E+04 +2.949962E+04 +2.484145E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.415966E+01 +1.000000E+02 +5.000000E+03
+4.240000E+00 +2.482198E+04 +2.939535E+04 +2.484532E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.413280E+01 +1.000000E+02 +5.000000E+03
+4.260000E+00 +2.483647E+04 +2.929042E+04 +2.484921E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.410867E+01 +1.000000E+02 +5.000000E+03
+4.280000E+00 +2.485036E+04 +2.918481E+04 +2.485311E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.408725E+01 +1.000000E+02 +5.000000E+03
+4.300000E+00 +2.486367E+04 +2.907855E+04 +2.485703E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.406855E+01 +1.000000E+02 +5.000000E+03
+4.320000E+00 +2.487640E+04 +2.897164E+04 +2.486095E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.405253E+01 +1.000000E+02 +5.000000E+03
+4.340000E+00 +2.488855E+04 +2.886408E+04 +2.486490E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.403918E+01 +1.000000E+02 +5.000000E+03
+4.360000E+00 +2.490013E+04 +2.875588E+04 +2.486885E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.402850E+01 +1.000000E+02 +5.000000E+03
+4.380000E+00 +2.491115E+04 +2.864705E+04 +2.487282E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.402045E+01 +1.000000E+02 +5.000000E+03
+4.400000E+00 +2.492160E+04 +2.853760E+04 +2.487680E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.401504E+01 +1.000000E+02 +5.000000E+03
+4.420000E+00 +2.493150E+04 +2.842753E+04 +2.488079E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.401224E+01 +1.000000E+02 +5.000000E+03
+4.440000E+00 +2.494084E+04 +2.831686E+04 +2.488480E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.401204E+01 +1.000000E+02 +5.000000E+03
+4.460000E+00 +2.494964E+04 +2.820558E+04 +2.488881E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.401442E+01 +1.000000E+02 +5.000000E+03
+4.480000E+00 +2.495790E+04 +2.809371E+04 +2.489284E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.401937E+01 +1.000000E+02 +5.000000E+03
+4.500000E+00 +2.496562E+04 +2.798125E+04 +2.489688E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.402688E+01 +1.000000E+02 +5.000000E+03
+4.520000E+00 +2.497282E+04 +2.786821E+04 +2.490092E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.403692E+01 +1.000000E+02 +5.000000E+03
+4.540000E+00 +2.497949E+04 +2.775460E+04 +2.490498E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.404948E+01 +1.000000E+02 +5.000000E+03
+4.560000E+00 +2.498564E+04 +2.764042E+04 +2.490904E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.406455E+01 +1.000000E+02 +5.000000E+03
+4.580000E+00 +2.499127E+04 +2.752569E+04 +2.491312E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.408212E+01 +1.000000E+02 +5.000000E+03
+4.600000E+00 +2.499640E+04 +2.741040E+04 +2.491720E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.410216E+01 +1.000000E+02 +5.000000E+03
+4.620000E+00 +2.500102E+04 +2.729457E+04 +2.492129E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.412466E+01 +1.000000E+02 +5.000000E+03
+4.640000E+00 +2.500515E+04 +2.717820E+04 +2.492539E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.414962E+01 +1.000000E+02 +5.000000E+03
+4.660000E+00 +2.500878E+04 +2.706130E+04 +2.492949E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.417700E+01 +1.000000E+02 +5.000000E+03
+4.680000E+00 +2.501192E+04 +2.694388E+04 +2.493361E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.420680E+01 +1.000000E+02 +5.000000E+03
+4.700000E+00 +2.501458E+04 +2.682595E+04 +2.493773E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.423900E+01 +1.000000E+02 +5.000000E+03
+4.720000E+00 +2.501676E+04 +2.670751E+04 +2.494185E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.427359E+01 +1.000000E+02 +5.000000E+03
+4.740000E+00 +2.501846E+04 +2.658856E+04 +2.494598E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.431056E+01 +1.000000E+02 +5.000000E+03
+4.760000E+00 +2.501970E+04 +2.646913E+04 +2.495012E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.434987E+01 +1.000000E+02 +5.000000E+03
+4.780000E+00 +2.502048E+04 +2.634920E+04 +2.495426E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.439153E+01 +1.000000E+02 +5.000000E+03
+4.800000E+00 +2.502080E+04 +2.622880E+04 +2.495840E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.443552E+01 +1.000000E+02 +5.000000E+03
+4.820000E+00 +2.502067E+04 +2.610793E+04 +2.496255E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.448182E+01 +1.000000E+02 +5.000000E+03
+4.840000E+00 +2.502009E+04 +2.598659E+04 +2.496670E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.453041E+01 +1.000000E+02 +5.000000E+03
+4.860000E+00 +2.501907E+04 +2.586479E+04 +2.497086E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.458128E+01 +1.000000E+02 +5.000000E+03
+4.880000E+00 +2.501761E+04 +2.574254E+04 +2.497501E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.463442E+01 +1.000000E+02 +5.000000E+03
+4.900000E+00 +2.501572E+04 +2.561985E+04 +2.497917E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.468982E+01 +1.000000E+02 +5.000000E+03
+4.920000E+00 +2.501341E+04 +2.549672E+04 +2.498334E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.474744E+01 +1.000000E+02 +5.000000E+03
+4.940000E+00 +2.501068E+04 +2.537317E+04 +2.498750E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.480729E+01 +1.000000E+02 +5.000000E+03
+4.960000E+00 +2.500753E+04 +2.524919E+04 +2.499167E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.486934E+01 +1.000000E+02 +5.000000E+03
+4.980000E+00 +2.500397E+04 +2.512480E+04 +2.499583E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.493358E+01 +1.000000E+02 +5.000000E+03
+5.000000E+00 +2.500000E+04 +2.500000E+04 +2.500000E+04 +1.000000E+00 +0.000000E+00 +0.000000E+00 +4.500000E+01 +1.000000E+02 +5.000000E+03
+5.020000E+00 +2.499563E+04 +2.487480E+04 +2.500417E+04 +9.999803E-01 +6.283144E-03 +0.000000E+00 +4.506858E+01 +1.000000E+02 +5.000000E+03
+5.040000E+00 +2.499087E+04 +2.474921E+04 +2.500833E+04 +9.999210E-01 +1.256604E-02 +0.000000E+00 +4.513930E+01 +1.000000E+02 +5.000000E+03
+5.060000E+00 +2.498572E+04 +2.462323E+04 +2.501250E+04 +9.998224E-01 +1.884844E-02 +0.000000E+00 +4.521215E+01 +1.000000E+02 +5.000000E+03
+5.080000E+00 +2.498019E+04 +2.449688E+04 +2.501666E+04 +9.996842E-01 +2.513010E-02 +0.000000E+00 +4.528712E+01 +1.000000E+02 +5.000000E+03
+5.100000E+00 +2.497428E+04 +2.437015E+04 +2.502083E+04 +9.995066E-01 +3.141076E-02 +0.000000E+00 +4.536419E+01 +1.000000E+02 +5.000000E+03
+5.120000E+00 +2.496799E+04 +2.424306E+04 +2.502499E+04 +9.992895E-01 +3.769018E-02 +0.000000E+00 +4.544334E+01 +1.000000E+02 +5.000000E+03
+5.140000E+00 +2.496133E+04 +2.411561E+04 +2.502914E+04 +9.990329E-01 +4.396812E-02 +0.000000E+00 +4.552456E+01 +1.000000E+02 +5.000000E+03
+5.160000E+00 +2.495431E+04 +2.398781E+04 +2.503330E+04 +9.987370E-01 +5.024432E-02 +0.000000E+00 +4.560783E+01 +1.000000E+02 +5.000000E+03
+5.180000E+00 +2.494693E+04 +2.385967E+04 +2.503745E+04 +9.984016E-01 +5.651853E-02 +0.000000E+00 +4.569314E+01 +1.000000E+02 +5.000000E+03
+5.200000E+00 +2.493920E+04 +2.373120E+04 +2.504160E+04 +9.980267E-01 +6.279052E-02 +0.000000E+00 +4.578048E+01 +1.000000E+02 +5.000000E+03
+5.220000E+00 +2.493112E+04 +2.360240E+04 +2.504574E+04 +9.976125E-01 +6.906003E-02 +0.000000E+00 +4.586983E+01 +1.000000E+02 +5.000000E+03
+5.240000E+00 +2.492270E+04 +2.347327E+04 +2.504988E+04 +9.971589E-01 +7.532681E-02 +0.000000E+00 +4.596117E+01 +1.000000E+02 +5.000000E+03
+5.260000E+00 +2.491394E+04 +2.334384E+04 +2.505402E+04 +9.966659E-01 +8.159061E-02 +0.000000E+00 +4.605448E+01 +1.000000E+02 +5.000000E+03
+5.280000E+00 +2.490484E+04 +2.321409E+04 +2.505815E+04 +9.961336E-01 +8.785120E-02 +0.000000E+00 +4.614977E+01 +1.000000E+02 +5.000000E+03
+5.300000E+00 +2.489542E+04 +2.308405E+04 +2.506227E+04 +9.955620E-01 +9.410831E-02 +0.000000E+00 +4.624699E+01 +1.000000E+02 +5.000000E+03
+5.320000E+00 +2.488568E+04 +2.295372E+04 +2.506639E+04 +9.949510E-01 +1.003617E-01 +0.000000E+00 +4.634616E+01 +1.000000E+02 +5.000000E+03
+5.340000E+00 +2.487562E+04 +2.282310E+04 +2.507051E+04 +9.943008E-01 +1.066112E-01 +0.000000E+00 +4.644724E+01 +1.000000E+02 +5.000000E+03
+5.360000E+00 +2.486525E+04 +2.269220E+04 +2.507461E+04 +9.936113E-01 +1.128564E-01 +0.000000E+00 +4.655022E+01 +1.000000E+02 +5.000000E+03
+5.380000E+00 +2.485458E+04 +2.256103E+04 +2.507871E+04 +9.928826E-01 +1.190972E-01 +0.000000E+00 +4.665510E+01 +1.000000E+02 +5.000000E+03
+5.400000E+00 +2.484360E+04 +2.242960E+04 +2.508280E+04 +9.921147E-01 +1.253332E-01 +0.000000E+00 +4.676184E+01 +1.000000E+02 +5.000000E+03
+5.420000E+00 +2.483233E+04 +2.229791E+04 +2.508688E+04 +9.913076E-01 +1.315644E-01 +0.000000E+00 +4.687044E+01 +1.000000E+02 +5.000000E+03
+5.440000E+00 +2.482076E+04 +2.216598E+04 +2.509096E+04 +9.904614E-01 +1.377903E-01 +0.000000E+00 +4.698089E+01 +1.000000E+02 +5.000000E+03
+5.460000E+00 +2.480891E+04 +2.203380E+04 +2.509502E+04 +9.895761E-01 +1.440108E-01 +0.000000E+00 +4.709316E+01 +1.000000E+02 +5.000000E+03
+5.480000E+00 +2.479678E+04 +2.190139E+04 +2.509908E+04 +9.886517E-01 +1.502256E-01 +0.000000E+00 +4.720724E+01 +1.000000E+02 +5.000000E+03
+5.500000E+00 +2.478437E+04 +2.176875E+04 +2.510312E+04 +9.876883E-01 +1.564345E-01 +0.000000E+00 +4.732313E+01 +1.000000E+02 +5.000000E+03
+5.520000E+00 +2.477170E+04 +2.163589E+04 +2.510716E+04 +9.866859E-01 +1.626372E-01 +0.000000E+00 +4.744079E+01 +1.000000E+02 +5.000000E+03
+5.540000E+00 +2.475876E+04 +2.150282E+04 +2.511119E+04 +9.856446E-01 +1.688334E-01 +0.000000E+00 +4.756022E+01 +1.000000E+02 +5.000000E+03
+5.560000E+00 +2.474556E+04 +2.136954E+04 +2.511520E+04 +9.845643E-01 +1.750231E-01 +0.000000E+00 +4.768140E+01 +1.000000E+02 +5.000000E+03
+5.580000E+00 +2.473210E+04 +2.123607E+04 +2.511921E+04 +9.834452E-01 +1.812058E-01 +0.000000E+00 +4.780432E+01 +1.000000E+02 +5.000000E+03
+5.600000E+00 +2.471840E+04 +2.110240E+04 +2.512320E+04 +9.822873E-01 +1.873813E-01 +0.000000E+00 +4.792896E+01 +1.000000E+02 +5.000000E+03
+5.620000E+00 +2.470445E+04 +2.096855E+04 +2.512718E+04 +9.810905E-01 +1.935495E-01 +0.000000E+00 +4.805531E+01 +1.000000E+02 +5.000000E+03
+5.640000E+00 +2.469027E+04 +2.083452E+04 +2.513115E+04 +9.798551E-01 +1.997100E-01 +0.000000E+00 +4.818334E+01 +1.000000E+02 +5.000000E+03
+5.660000E+00 +2.467585E+04 +2.070032E+04 +2.513510E+04 +9.785809E-01 +2.058626E-01 +0.000000E+00 +4.831306E+01 +1.000000E+02 +5.000000E+03
+5.680000E+00 +2.466120E+04 +2.056596E+04 +2.513905E+04 +9.772681E-01 +2.120071E-01 +0.000000E+00 +4.844443E+01 +1.000000E+02 +5.000000E+03
+5.700000E+00 +2.464633E+04 +2.043145E+04 +2.514298E+04 +9.759168E-01 +2.181432E-01 +0.000000E+00 +4.857746E+01 +1.000000E+02 +5.000000E+03
+5.720000E+00 +2.463124E+04 +2.029679E+04 +2.514689E+04 +9.745269E-01 +2.242708E-01 +0.000000E+00 +4.871211E+01 +1.000000E+02 +5.000000E+03
+5.740000E+00 +2.461593E+04 +2.016198E+04 +2.515079E+04 +9.730985E-01 +2.303894E-01 +0.000000E+00 +4.884837E+01 +1.000000E+02 +5.000000E+03
+5.760000E+00 +2.460042E+04 +2.002705E+04 +2.515468E+04 +9.716317E-01 +2.364990E-01 +0.000000E+00 +4.898624E+01 +1.000000E+02 +5.000000E+03
+5.780000E+00 +2.458471E+04 +1.989198E+04 +2.515855E+04 +9.701266E-01 +2.425992E-01 +0.000000E+00 +4.912570E+01 +1.000000E+02 +5.000000E+03
+5.800000E+00 +2.456880E+04 +1.975680E+04 +2.516240E+04 +9.685832E-01 +2.486899E-01 +0.000000E+00 +4.926672E+01 +1.000000E+02 +5.000000E+03
+5.820000E+00 +2.455270E+04 +1.962151E+04 +2.516624E+04 +9.670015E-01 +2.547707E-01 +0.000000E+00 +4.940930E+01 +1.000000E+02 +5.000000E+03
+5.840000E+00 +2.453641E+04 +1.948611E+04 +2.517006E+04 +9.653816E-01 +2.608415E-01 +0.000000E+00 +4.955342E+01 +1.000000E+02 +5.000000E+03
+5.860000E+00 +2.451994E+04 +1.935061E+04 +2.517387E+04 +9.637237E-01 +2.669020E-01 +0.000000E+00 +4.969906E+01 +1.000000E+02 +5.000000E+03
+5.880000E+00 +2.450329E+04 +1.921502E+04 +2.517765E+04 +9.620277E-01 +2.729519E-01 +0.000000E+00 +4.984622E+01 +1.000000E+02 +5.000000E+03
+5.900000E+00 +2.448648E+04 +1.907935E+04 +2.518143E+04 +9.602937E-01 +2.789911E-01 +0.000000E+00 +4.999487E+01 +1.000000E+02 +5.000000E+03
+5.920000E+00 +2.446949E+04 +1.894360E+04 +2.518518E+04 +9.585218E-01 +2.850193E-01 +0.000000E+00 +5.014499E+01 +1.000000E+02 +5.000000E+03
+5.940000E+00 +2.445235E+04 +1.880779E+04 +2.518891E+04 +9.567121E-01 +2.910362E-01 +0.000000E+00 +5.029659E+01 +1.000000E+02 +5.000000E+03
+5.960000E+00 +2.443505E+04 +1.867191E+04 +2.519263E+04 +9.548645E-01 +2.970416E-01 +0.000000E+00 +5.044963E+01 +1.000000E+02 +5.000000E+03
+5.980000E+00 +2.441760E+04 +1.853598E+04 +2.519632E+04 +9.529793E-01 +3.030353E-01 +0.000000E+00 +5.060410E+01 +1.000000E+02 +5.000000E+03
+6.000000E+00 +2.440000E+04 +1.840000E+04 +2.520000E+04 +9.510565E-01 +3.090170E-01 +0.000000E+00 +5.076000E+01 +1.000000E+02 +5.000000E+03
+6.020000E+00 +2.438226E+04 +1.826398E+04 +2.520366E+04 +9.490961E-01 +3.149865E-01 +0.000000E+00 +5.091730E+01 +1.000000E+02 +5.000000E+03
+6.040000E+00 +2.436439E+04 +1.812793E+04 +2.520729E+04 +9.470983E-01 +3.209436E-01 +0.000000E+00 +5.107599E+01 +1.000000E+02 +5.000000E+03
+6.060000E+00 +2.434639E+04 +1.799185E+04 +2.521091E+04 +9.450631E-01 +3.268880E-01 +0.000000E+00 +5.123605E+01 +1.000000E+02 +5.000000E+03
+6.080000E+00 +2.432827E+04 +1.785576E+04 +2.521450E+04 +9.429905E-01 +3.328195E-01 +0.000000E+00 +5.139747E+01 +1.000000E+02 +5.000000E+03
+6.100000E+00 +2.431002E+04 +1.771965E+04 +2.521808E+04 +9.408808E-01 +3.387379E-01 +0.000000E+00 +5.156024E+01 +1.000000E+02 +5.000000E+03
+6.120000E+00 +2.429167E+04 +1.758354E+04 +2.522163E+04 +9.387339E-01 +3.446429E-01 +0.000000E+00 +5.172433E+01 +1.000000E+02 +5.000000E+03
+6.140000E+00 +2.427320E+04 +1.744743E+04 +2.522515E+04 +9.365499E-01 +3.505343E-01 +0.000000E+00 +5.188973E+01 +1.000000E+02 +5.000000E+03
+6.160000E+00 +2.425463E+04 +1.731133E+04 +2.522866E+04 +9.343289E-01 +3.564119E-01 +0.000000E+00 +5.205644E+01 +1.000000E+02 +5.000000E+03
+6.180000E+00 +2.423596E+04 +1.717525E+04 +2.523214E+04 +9.320711E-01 +3.622754E-01 +0.000000E+00 +5.222442E+01 +1.000000E+02 +5.000000E+03
